client,dayofweek,temperature,menu,service_type,food_class,spicy,food_temperature_level,quantity,basic_quantity
오누이,1,19,팔도밥상 경기도,케이터링-베이직,한식,0.5,1,45,50
오누이,2,18,갈비치킨,케이터링-베이직,한식,0.8,1,45,50
오누이,3,19,매콤소불고기,케이터링-베이직,한식,0.8,1,45,50
오누이,4,21,수제등심돈가스,케이터링-베이직,일식,0,1,45,50
오누이,0,17,크림불고기,케이터링-베이직,양식,0,1,50,50
오누이,1,16,소고기우거지해장국,케이터링-베이직,한식,0.6,2,50,50
오누이,2,17,주꾸미삼겹,케이터링-베이직,한식,0.8,2,50,50
오누이,3,16,유린기,케이터링-베이직,중식,0.4,1,50,50
오누이,4,20,닭볶음탕,케이터링-베이직,한식,0.3,2,50,50
오누이,0,8,목살구이와김치찜,케이터링-베이직,한식,0.5,2,50,50
오누이,1,7,소고기산채비빔밥,케이터링-베이직,한식,0.5,1,50,50
오누이,2,7,안동찜닭,케이터링-베이직,한식,0.8,2,50,50
오누이,3,11,매콤돼지갈비찜,케이터링-베이직,한식,0.9,2,50,50
오누이,4,9,로스트데리야끼치킨,케이터링-베이직,한식,0.2,1,50,50
오누이,0,16,깻잎된장제육볶음,케이터링-베이직,한식,0.6,1,50,50
오누이,1,14,마크니커리,케이터링-베이직,아시안,0.4,2,50,50
오누이,2,13,언양식바싹불고기,케이터링-베이직,한식,0.1,1,50,50
오누이,3,17,오삼제육볶음,케이터링-베이직,한식,0.6,1,50,50
오누이,4,18,순살갈릭양념치킨,케이터링-베이직,한식,0.2,1,50,50
오누이,0,5,버섯소불고기,케이터링-베이직,한식,0.3,1,50,50
오누이,1,3,충청도식시골밥상,케이터링-베이직,한식,0.6,1,50,50
오누이,2,9,훈제오리주물럭,케이터링-베이직,한식,0.5,1,50,50
오누이,3,11,맥적,케이터링-베이직,한식,0.2,1,50,50
오누이,4,8,매콤오븐닭구이,케이터링-베이직,한식,0.8,1,50,50
오누이,0,13,꿀마늘보쌈,케이터링-베이직,한식,0,0,50,50
오누이,1,10,오야꼬동,케이터링-베이직,일식,0.1,1,50,50
오누이,2,2,영양돼지갈비찜,케이터링-베이직,한식,0.8,2,50,50
오누이,3,7,닭강정,케이터링-베이직,한식,0,1,50,50
오누이,4,4,마파두부덮밥,케이터링-베이직,한식,0.6,2,50,50
오누이,0,11,된장차슈,케이터링-베이직,일식,0.3,1,50,50
오누이,1,12,소고기육개장,케이터링-베이직,한식,0.7,2,50,50
오누이,2,12,수제떡갈비,케이터링-베이직,한식,0.1,1,50,50
오누이,3,11,숯불닭갈비,케이터링-베이직,한식,0.8,1,50,50
오누이,4,9,콩나물불고기,케이터링-베이직,한식,0.8,1,50,50
오누이,0,2,오겹두루치기,케이터링-베이직,한식,0.5,1,50,50
오누이,1,8,꼬막비빔밥,케이터링-베이직,한식,0.5,1,50,50
오누이,2,11,매콤소불고기,케이터링-베이직,한식,0.8,1,50,50
오누이,3,10,돼지불백,케이터링-베이직,한식,0.6,1,50,50
오누이,4,-2,미소닭조림,케이터링-베이직,한식,0.2,1,50,50
오누이,0,11,춘천식닭갈비,케이터링-베이직,한식,0.5,1,50,50
오누이,1,9,해산물빠에야,케이터링-베이직,양식,0.5,1,50,50
오누이,2,8,서울식불고기,케이터링-베이직,한식,0.3,1,50,50
오누이,3,8,고추장대파돼지불고기,케이터링-베이직,한식,0.6,1,50,50
오누이,4,2,허브버터로스트치킨,케이터링-베이직,양식,0.2,1,50,50
위시켓,0,36,로스트데리야끼치킨,케이터링-베이직,한식,0.2,1,20,40
위시켓,1,35,전라도한상,케이터링-베이직,한식,0.6,1,20,40
위시켓,2,35,버섯소불고기,케이터링-베이직,한식,0.3,1,20,40
위시켓,3,34,순살갈릭양념치킨,케이터링-베이직,한식,0.2,1,20,40
위시켓,4,35,미나리삼겹구이,케이터링-베이직,한식,0,1,20,40
위시켓,0,29,숯불닭갈비,케이터링-베이직,한식,0.8,1,25,40
위시켓,1,33,소고기우거지해장국,케이터링-베이직,한식,0.6,2,25,40
위시켓,2,33,동파육,케이터링-베이직,중식,0.3,1,25,40
위시켓,3,34,훈제오리주물럭,케이터링-베이직,한식,0.5,1,25,40
위시켓,4,32,수제떡갈비,케이터링-베이직,한식,0.1,1,25,40
위시켓,0,34,매콤소불고기,케이터링-베이직,한식,0.8,1,25,40
위시켓,1,32,연어회덮밥,케이터링-베이직,양식,0.2,0,25,40
위시켓,2,32,오겹두루치기,케이터링-베이직,한식,0.5,1,25,40
위시켓,3,31,매콤찜닭,케이터링-베이직,한식,0.8,2,25,40
위시켓,4,31,된장차슈,케이터링-베이직,일식,0.3,1,25,40
위시켓,0,30,깻잎된장제육볶음,케이터링-베이직,한식,0.6,1,28,40
위시켓,1,30,새싹보리비빔밥,케이터링-베이직,한식,0.6,1,25,40
위시켓,2,29,목살구이와김치찜,케이터링-베이직,한식,0.5,2,25,40
위시켓,3,27,훈제오리주물럭,케이터링-베이직,한식,0.5,1,28,40
위시켓,4,29,매콤돼지갈비찜,케이터링-베이직,한식,0.9,2,28,40
위시켓,3,28,순살갈릭양념치킨,케이터링-베이직,한식,0.2,1,27,40
위시켓,4,27,언양식바싹불고기,케이터링-베이직,한식,0.1,1,29,40
위시켓,0,24,버섯소불고기,케이터링-베이직,한식,0.3,1,30,40
위시켓,1,25,제주도한상,케이터링-베이직,한식,0.6,1,25,40
위시켓,2,22,로스트데리야끼치킨,케이터링-베이직,한식,0.2,1,25,40
위시켓,3,26,맥적,케이터링-베이직,한식,0.2,1,27,40
위시켓,4,28,매콤오븐닭구이,케이터링-베이직,한식,0.8,1,32,40
위시켓,1,27,닭개장,케이터링-베이직,한식,0.8,2,35,40
위시켓,2,21,수제떡갈비,케이터링-베이직,한식,0.1,1,30,40
위시켓,3,22,숯불닭갈비,케이터링-베이직,한식,0.8,1,32,40
위시켓,4,21,콩불,케이터링-베이직,한식,0.8,1,31,40
위시켓,1,21,육회비빔밥,케이터링-베이직,한식,0.5,1,32,40
위시켓,2,25,매콤찜닭,케이터링-베이직,한식,0.8,2,32,40
위시켓,3,25,돼지불백,케이터링-베이직,한식,0.6,1,30,40
위시켓,4,22,미소닭날개조림,케이터링-베이직,한식,0.2,1,34,40
위시켓,0,15,춘천식 닭갈비,케이터링-베이직,한식,0.5,1,37,40
위시켓,1,15,껌승,케이터링-베이직,아시안,0.3,0,28,40
위시켓,2,15,서울식불고기,케이터링-베이직,한식,0.3,1,32,40
위시켓,3,15,치즈불닭,케이터링-베이직,한식,0.7,1,31,40
위시켓,4,17,돼지고기두부김치,케이터링-베이직,한식,0.5,1,35,40
위시켓,0,18,논우렁강된장정식,케이터링-베이직,한식,0.4,1,39,40
위시켓,1,19,팔도밥상 경기도,케이터링-베이직,한식,0.5,1,26,40
위시켓,2,18,갈비치킨,케이터링-베이직,한식,0.8,1,29,40
위시켓,3,19,매콤소불고기,케이터링-베이직,한식,0.8,1,28,40
위시켓,4,21,수제등심돈가스,케이터링-베이직,일식,0,1,28,40
위시켓,0,17,크림불고기,케이터링-베이직,양식,0,1,36,40
위시켓,1,16,소고기우거지해장국,케이터링-베이직,한식,0.6,2,25,40
위시켓,2,17,주꾸미삼겹,케이터링-베이직,한식,0.8,2,28,40
위시켓,3,16,유린기,케이터링-베이직,중식,0.4,1,25,40
위시켓,4,20,닭볶음탕,케이터링-베이직,한식,0.3,2,26,40
위시켓,0,8,목살구이와김치찜,케이터링-베이직,한식,0.5,2,34,40
위시켓,1,7,소고기산채비빔밥,케이터링-베이직,한식,0.5,1,23,40
위시켓,2,7,안동찜닭,케이터링-베이직,한식,0.8,2,23,40
위시켓,3,11,매콤돼지갈비찜,케이터링-베이직,한식,0.9,2,18,40
위시켓,4,9,로스트데리야끼치킨,케이터링-베이직,한식,0.2,1,30,40
위시켓,0,16,깻잎된장제육볶음,케이터링-베이직,한식,0.6,1,33,40
위시켓,1,14,마크니커리,케이터링-베이직,아시안,0.4,2,21,40
위시켓,2,13,언양식바싹불고기,케이터링-베이직,한식,0.1,1,19,40
위시켓,3,17,오삼제육볶음,케이터링-베이직,한식,0.6,1,20,40
위시켓,4,18,순살갈릭양념치킨,케이터링-베이직,한식,0.2,1,25,40
위시켓,0,5,버섯소불고기,케이터링-베이직,한식,0.3,1,36,40
위시켓,1,3,충청도식시골밥상,케이터링-베이직,한식,0.6,1,23,40
위시켓,2,9,훈제오리주물럭,케이터링-베이직,한식,0.5,1,23,40
위시켓,3,11,맥적,케이터링-베이직,한식,0.2,1,18,40
위시켓,4,8,매콤오븐닭구이,케이터링-베이직,한식,0.8,1,26,40
위시켓,0,13,꿀마늘보쌈,케이터링-베이직,한식,0,0,33,40
위시켓,1,10,오야꼬동,케이터링-베이직,일식,0.1,1,25,40
위시켓,2,2,영양돼지갈비찜,케이터링-베이직,한식,0.8,2,32,40
위시켓,3,7,닭강정,케이터링-베이직,한식,0,1,20,40
위시켓,4,4,마파두부덮밥,케이터링-베이직,한식,0.6,2,24,40
위시켓,0,11,된장차슈,케이터링-베이직,일식,0.3,1,34,40
위시켓,1,12,소고기육개장,케이터링-베이직,한식,0.7,2,29,40
위시켓,2,12,수제떡갈비,케이터링-베이직,한식,0.1,1,28,40
위시켓,3,11,숯불닭갈비,케이터링-베이직,한식,0.8,1,19,40
위시켓,4,9,콩나물불고기,케이터링-베이직,한식,0.8,1,21,40
위시켓,0,2,오겹두루치기,케이터링-베이직,한식,0.5,1,20,40
위시켓,1,8,꼬막비빔밥,케이터링-베이직,한식,0.5,1,20,40
위시켓,2,11,매콤소불고기,케이터링-베이직,한식,0.8,1,25,40
위시켓,3,10,돼지불백,케이터링-베이직,한식,0.6,1,20,40
위시켓,4,-2,미소닭조림,케이터링-베이직,한식,0.2,1,20,40
위시켓,0,11,춘천식닭갈비,케이터링-베이직,한식,0.5,1,24,40
위시켓,1,9,해산물빠에야,케이터링-베이직,양식,0.5,1,24,40
위시켓,2,8,서울식불고기,케이터링-베이직,한식,0.3,1,24,40
위시켓,3,8,고추장대파돼지불고기,케이터링-베이직,한식,0.6,1,20,40
위시켓,4,2,허브버터로스트치킨,케이터링-베이직,양식,0.2,1,21,40
위시켓,0,-4,매콤찜닭,케이터링-베이직,한식,0.8,2,20,40
위시켓,1,0,연어장덮밥,케이터링-베이직,양식,0,0,20,40
위시켓,2,7,갈비치킨,케이터링-베이직,한식,0.8,1,20,40
위시켓,3,-1,논우렁강된장정식,케이터링-베이직,한식,0.4,1,20,40
위시켓,4,-3,수제등심돈가스,케이터링-베이직,일식,0,1,20,40
이노레드,0,31,춘천식 닭갈비,케이터링-베이직,한식,0.5,1,55,95
이노레드,1,32,마파두부덮밥,케이터링-베이직,한식,0.6,2,55,95
이노레드,2,36,통삼겹구이와김치찜,케이터링-베이직,한식,0.6,1,55,95
이노레드,3,36,매콤오븐닭구이,케이터링-베이직,한식,0.8,1,55,95
이노레드,4,35,언양식바싹불고기,케이터링-베이직,한식,0.1,1,55,95
이노레드,0,36,로스트데리야끼치킨,케이터링-베이직,한식,0.2,1,55,95
이노레드,1,35,전라도한상,케이터링-베이직,한식,0.6,1,55,95
이노레드,2,35,버섯소불고기,케이터링-베이직,한식,0.3,1,55,95
이노레드,3,34,순살갈릭양념치킨,케이터링-베이직,한식,0.2,1,55,95
이노레드,4,35,미나리삼겹구이,케이터링-베이직,한식,0,1,55,95
이노레드,1,33,소고기우거지해장국,케이터링-베이직,한식,0.6,2,55,95
이노레드,2,33,동파육,케이터링-베이직,중식,0.3,1,55,95
이노레드,3,34,훈제오리주물럭,케이터링-베이직,한식,0.5,1,55,95
이노레드,4,32,수제떡갈비,케이터링-베이직,한식,0.1,1,55,95
이노레드,0,34,매콤소불고기,케이터링-베이직,한식,0.8,1,55,95
이노레드,1,32,연어회덮밥,케이터링-베이직,양식,0.2,0,55,95
이노레드,2,32,오겹두루치기,케이터링-베이직,한식,0.5,1,55,95
이노레드,3,31,매콤찜닭,케이터링-베이직,한식,0.8,2,55,95
이노레드,4,31,된장차슈,케이터링-베이직,일식,0.3,1,55,95
이노레드,1,31,오야꼬동,케이터링-베이직,일식,0.1,1,65,95
이노레드,2,30,꿀마늘보쌈,케이터링-베이직,한식,0,0,65,95
이노레드,3,31,치즈불닭,케이터링-베이직,한식,0.7,1,65,95
이노레드,4,31,돼지불백,케이터링-베이직,한식,0.6,1,65,95
이노레드,0,25,돼지고기두부김치,케이터링-베이직,한식,0.6,1,65,95
이노레드,1,28,강원도한상,케이터링-베이직,한식,0.3,1,65,95
이노레드,2,28,수제등심돈가스,케이터링-베이직,일식,0,1,65,95
이노레드,3,29,강릉초당순두부백반,케이터링-베이직,한식,0.6,1,65,95
이노레드,4,24,미소닭날개조림,케이터링-베이직,한식,0.2,1,65,95
이노레드,0,28,제육볶음,케이터링-베이직,한식,0.6,1,65,95
이노레드,1,23,안동찜닭,케이터링-베이직,한식,0.8,2,65,95
이노레드,2,25,연어장덮밥,케이터링-베이직,양식,0,0,65,95
이노레드,3,27,갈비치킨,케이터링-베이직,한식,0.8,1,65,95
이노레드,4,29,오삼불고기,케이터링-베이직,한식,0.6,1,65,95
이노레드,0,26,닭볶음탕,케이터링-베이직,한식,0.3,2,65,95
이노레드,1,23,황태콩나물해장국,케이터링-베이직,한식,0.1,2,65,95
이노레드,2,28,크림불고기,케이터링-베이직,양식,0,1,65,95
이노레드,3,29,유린기,케이터링-베이직,중식,0.4,1,65,95
이노레드,4,29,주꾸미삼겹,케이터링-베이직,한식,0.8,2,65,95
이노레드,0,30,깻잎된장제육볶음,케이터링-베이직,한식,0.6,1,65,95
이노레드,1,30,새싹보리비빔밥,케이터링-베이직,한식,0.6,1,65,95
이노레드,2,29,목살구이와김치찜,케이터링-베이직,한식,0.5,2,65,95
이노레드,3,27,훈제오리주물럭,케이터링-베이직,한식,0.5,1,65,95
이노레드,4,29,매콤돼지갈비찜,케이터링-베이직,한식,0.9,2,65,95
이노레드,3,28,순살갈릭양념치킨,케이터링-베이직,한식,0.2,1,65,95
이노레드,4,27,언양식바싹불고기,케이터링-베이직,한식,0.1,1,65,95
이노레드,0,24,버섯소불고기,케이터링-베이직,한식,0.3,1,65,95
이노레드,1,25,제주도한상,케이터링-베이직,한식,0.6,1,65,95
이노레드,2,22,로스트데리야끼치킨,케이터링-베이직,한식,0.2,1,65,95
이노레드,3,26,맥적,케이터링-베이직,한식,0.2,1,65,95
이노레드,4,28,매콤오븐닭구이,케이터링-베이직,한식,0.8,1,65,95
이노레드,1,27,고추장콩나물소불고기,케이터링-베이직,한식,0.6,1,65,95
이노레드,2,21,닭도리탕,케이터링-베이직,한식,0.6,2,65,95
이노레드,3,22,소고기관자볶음,케이터링-베이직,한식,0.2,1,65,95
이노레드,4,21,돼지고기부추볶음&꽃빵,케이터링-베이직,한식,0.1,1,65,95
이노레드,1,21,오리고기두루치기,케이터링-베이직,한식,0.5,1,65,95
이노레드,2,25,소고기숙주볶음,케이터링-베이직,한식,0.1,1,65,95
이노레드,3,25,숯불닭갈비,케이터링-베이직,한식,0.8,1,65,95
이노레드,4,22,서울식소불고기,케이터링-베이직,한식,0.3,1,65,95
이노레드,0,15,소고기산채비빔밥,케이터링-베이직,한식,0.5,1,65,95
이노레드,1,15,주꾸미삼겹백반,케이터링-베이직,한식,0.8,1,65,95
이노레드,2,15,버섯떡갈비,케이터링-베이직,한식,0.1,1,65,95
이노레드,3,15,짜장닭찜,케이터링-베이직,한식,0.2,2,65,95
이노레드,4,17,김치제육볶음,케이터링-베이직,한식,0.5,1,65,95
이노레드,0,18,고추장소불고기,케이터링-베이직,한식,0.6,1,65,95
이노레드,1,19,돼지고기수육,케이터링-베이직,한식,0.5,1,65,95
이노레드,2,18,양념치킨,케이터링-베이직,한식,0.2,1,65,95
이노레드,3,19,돼지갈비찜,케이터링-베이직,한식,0.5,2,65,95
이노레드,4,21,스파이시로스트치킨그라탕,케이터링-베이직,양식,0.4,2,65,95
이노레드,0,17,삼겹살김치볶음,케이터링-베이직,한식,0.6,1,65,95
이노레드,1,16,춘천식 닭갈비,케이터링-베이직,한식,0.5,1,65,95
이노레드,2,17,오븐닭구이,케이터링-베이직,한식,0.6,1,65,95
이노레드,3,16,숙주돼지고기볶음,케이터링-베이직,한식,0.3,1,65,95
이노레드,4,20,매콤돼지갈비찜,케이터링-베이직,한식,0.9,2,65,95
이노레드,0,8,돈까스덮밥,케이터링-베이직,일식,0,1,90,95
이노레드,1,7,매운닭구이,케이터링-베이직,한식,0.8,1,90,95
이노레드,2,7,버섯불고기,케이터링-베이직,한식,0.3,1,90,95
이노레드,3,11,쏘이치킨,케이터링-베이직,한식,0.2,1,90,95
이노레드,0,16,산채비빔밥,케이터링-베이직,한식,0.5,1,90,95
이노레드,1,14,미나리돈두루치기,케이터링-베이직,한식,0,1,90,95
이노레드,2,13,부추닭도리탕,케이터링-베이직,한식,0.7,2,90,95
이노레드,3,17,소고기관자볶음,케이터링-베이직,한식,0.2,1,90,95
이노레드,0,5,돼지고기짜장볶음,케이터링-베이직,한식,0.2,1,95,95
이노레드,1,3,고추장콩나물소불고기,케이터링-베이직,한식,0.6,1,95,95
이노레드,2,9,된장돼지고기볶음,케이터링-베이직,한식,0.3,1,95,95
이노레드,3,11,오리고기두루치기,케이터링-베이직,한식,0.5,1,95,95
이노레드,0,13,유자떡갈비,케이터링-베이직,한식,0,1,95,95
이노레드,1,10,고추장제육볶음,케이터링-베이직,한식,0.6,1,95,95
이노레드,2,2,소고기숙주볶음,케이터링-베이직,한식,0.1,1,95,95
이노레드,3,7,데리야끼닭갈비,케이터링-베이직,한식,0.2,1,95,95
이노레드,0,11,약고추장산채나물비빔밥,케이터링-베이직,한식,0.2,1,95,95
이노레드,1,12,주꾸미삼겹,케이터링-베이직,한식,0.8,2,95,95
이노레드,2,12,블랙빈소고기볶음,케이터링-베이직,한식,0.3,1,95,95
이노레드,3,11,춘천식닭갈비,케이터링-베이직,한식,0.5,1,65,95
이노레드,4,9,중화삼겹볶음,케이터링-베이직,중식,0.6,1,65,95
이노레드,0,2,고추장소불고기,케이터링-베이직,한식,0.6,1,65,95
이노레드,1,8,돼지갈비간장조림,케이터링-베이직,한식,0.3,1,65,95
이노레드,2,11,양념치킨,케이터링-베이직,한식,0.2,1,65,95
이노레드,3,10,오겹살두루치기,케이터링-베이직,한식,0.5,1,65,95
이노레드,4,-2,짜장닭찜,케이터링-베이직,한식,0.2,2,65,95
이노레드,0,11,돈까스덮밥,케이터링-베이직,일식,0,1,65,95
이노레드,1,9,소고기마라샹궈볶음,케이터링-베이직,한식,0.7,1,65,95
이노레드,2,8,BBQ닭갈비볶음,케이터링-베이직,한식,0.4,1,65,95
이노레드,3,8,김치제육볶음,케이터링-베이직,한식,0.5,1,65,95
이노레드,4,2,허브오븐로스트치킨,케이터링-베이직,양식,0.2,1,65,95
이노레드,0,-4,돼지고기부추잡채 & 꽃빵,케이터링-베이직,한식,0.1,1,45,95
이노레드,1,0,매운닭구이,케이터링-베이직,한식,0.8,1,45,95
이노레드,2,7,오리두루치기,케이터링-베이직,한식,0.5,1,45,95
이노레드,3,-1,닭봉조림,케이터링-베이직,한식,0.2,1,45,95
이노레드,4,-3,오삼불고기,케이터링-베이직,한식,0.6,1,45,95
이상한마케팅,0,11,된장차슈,케이터링-베이직,일식,0.3,1,36,40
이상한마케팅,1,12,소고기육개장,케이터링-베이직,한식,0.7,2,38,40
이상한마케팅,2,12,수제떡갈비,케이터링-베이직,한식,0.1,1,36,40
이상한마케팅,3,11,숯불닭갈비,케이터링-베이직,한식,0.8,1,38,40
이상한마케팅,4,9,콩나물불고기,케이터링-베이직,한식,0.8,1,34,40
이상한마케팅,0,2,오겹두루치기,케이터링-베이직,한식,0.5,1,36,40
이상한마케팅,1,8,꼬막비빔밥,케이터링-베이직,한식,0.5,1,36,40
이상한마케팅,2,11,매콤소불고기,케이터링-베이직,한식,0.8,1,36,40
이상한마케팅,3,10,돼지불백,케이터링-베이직,한식,0.6,1,36,40
이상한마케팅,4,-2,미소닭조림,케이터링-베이직,한식,0.2,1,36,40
이상한마케팅,0,11,춘천식닭갈비,케이터링-베이직,한식,0.5,1,36,40
이상한마케팅,1,9,해산물빠에야,케이터링-베이직,양식,0.5,1,36,40
이상한마케팅,2,8,서울식불고기,케이터링-베이직,한식,0.3,1,36,40
이상한마케팅,3,8,고추장대파돼지불고기,케이터링-베이직,한식,0.6,1,36,40
이상한마케팅,4,2,허브버터로스트치킨,케이터링-베이직,양식,0.2,1,34,40
이상한마케팅,0,-4,매콤찜닭,케이터링-베이직,한식,0.8,2,31,40
이상한마케팅,1,0,연어장덮밥,케이터링-베이직,양식,0,0,34,40
이상한마케팅,2,7,갈비치킨,케이터링-베이직,한식,0.8,1,35,40
이상한마케팅,3,-1,논우렁강된장정식,케이터링-베이직,한식,0.4,1,35,40
이상한마케팅,4,-3,수제등심돈가스,케이터링-베이직,일식,0,1,27,40
케나즈,0,2,오겹두루치기,케이터링-베이직,한식,0.5,1,76,80
케나즈,1,8,꼬막비빔밥,케이터링-베이직,한식,0.5,1,80,80
케나즈,2,11,매콤소불고기,케이터링-베이직,한식,0.8,1,76,80
케나즈,3,10,돼지불백,케이터링-베이직,한식,0.6,1,77,80
케나즈,4,-2,미소닭조림,케이터링-베이직,한식,0.2,1,71,80
코렘시스,0,28,제육볶음,케이터링-베이직,한식,0.6,1,18,18
코렘시스,1,23,안동찜닭,케이터링-베이직,한식,0.8,2,18,18
코렘시스,2,25,연어장덮밥,케이터링-베이직,양식,0,0,18,18
코렘시스,3,27,갈비치킨,케이터링-베이직,한식,0.8,1,18,18
코렘시스,4,29,오삼불고기,케이터링-베이직,한식,0.6,1,18,18
코렘시스,0,26,닭볶음탕,케이터링-베이직,한식,0.3,2,18,18
코렘시스,1,23,황태콩나물해장국,케이터링-베이직,한식,0.1,2,18,18
코렘시스,2,28,크림불고기,케이터링-베이직,양식,0,1,18,18
코렘시스,3,29,유린기,케이터링-베이직,중식,0.4,1,18,18
코렘시스,4,29,주꾸미삼겹,케이터링-베이직,한식,0.8,2,18,18
코렘시스,0,30,깻잎된장제육볶음,케이터링-베이직,한식,0.6,1,18,18
코렘시스,1,30,새싹보리비빔밥,케이터링-베이직,한식,0.6,1,18,18
코렘시스,2,29,목살구이와김치찜,케이터링-베이직,한식,0.5,2,18,18
코렘시스,3,27,훈제오리주물럭,케이터링-베이직,한식,0.5,1,18,18
코렘시스,4,29,매콤돼지갈비찜,케이터링-베이직,한식,0.9,2,18,18
코렘시스,3,28,순살갈릭양념치킨,케이터링-베이직,한식,0.2,1,18,18
코렘시스,4,27,언양식바싹불고기,케이터링-베이직,한식,0.1,1,18,18
코렘시스,0,24,버섯소불고기,케이터링-베이직,한식,0.3,1,18,18
코렘시스,1,25,제주도한상,케이터링-베이직,한식,0.6,1,18,18
코렘시스,2,22,로스트데리야끼치킨,케이터링-베이직,한식,0.2,1,18,18
코렘시스,3,26,맥적,케이터링-베이직,한식,0.2,1,18,18
코렘시스,4,28,매콤오븐닭구이,케이터링-베이직,한식,0.8,1,18,18
코렘시스,1,27,닭개장,케이터링-베이직,한식,0.8,2,18,18
코렘시스,2,21,수제떡갈비,케이터링-베이직,한식,0.1,1,18,18
코렘시스,3,22,숯불닭갈비,케이터링-베이직,한식,0.8,1,18,18
코렘시스,4,21,콩불,케이터링-베이직,한식,0.8,1,18,18
코렘시스,1,21,육회비빔밥,케이터링-베이직,한식,0.5,1,18,18
코렘시스,2,25,매콤찜닭,케이터링-베이직,한식,0.8,2,18,18
코렘시스,3,25,돼지불백,케이터링-베이직,한식,0.6,1,18,18
코렘시스,4,22,미소닭날개조림,케이터링-베이직,한식,0.2,1,18,18
코렘시스,0,15,춘천식 닭갈비,케이터링-베이직,한식,0.5,1,18,18
코렘시스,1,15,껌승,케이터링-베이직,아시안,0.3,0,18,18
코렘시스,2,15,서울식불고기,케이터링-베이직,한식,0.3,1,18,18
코렘시스,3,15,치즈불닭,케이터링-베이직,한식,0.7,1,18,18
코렘시스,4,17,돼지고기두부김치,케이터링-베이직,한식,0.5,1,18,18
코렘시스,0,18,논우렁강된장정식,케이터링-베이직,한식,0.4,1,18,18
코렘시스,1,19,팔도밥상 경기도,케이터링-베이직,한식,0.5,1,18,18
코렘시스,2,18,갈비치킨,케이터링-베이직,한식,0.8,1,18,18
코렘시스,3,19,매콤소불고기,케이터링-베이직,한식,0.8,1,18,18
코렘시스,4,21,수제등심돈가스,케이터링-베이직,일식,0,1,18,18
코렘시스,0,17,크림불고기,케이터링-베이직,양식,0,1,18,18
코렘시스,1,16,소고기우거지해장국,케이터링-베이직,한식,0.6,2,18,18
코렘시스,2,17,주꾸미삼겹,케이터링-베이직,한식,0.8,2,18,18
코렘시스,3,16,유린기,케이터링-베이직,중식,0.4,1,18,18
코렘시스,4,20,닭볶음탕,케이터링-베이직,한식,0.3,2,18,18
코렘시스,0,8,목살구이와김치찜,케이터링-베이직,한식,0.5,2,18,18
코렘시스,1,7,소고기산채비빔밥,케이터링-베이직,한식,0.5,1,18,18
코렘시스,2,7,안동찜닭,케이터링-베이직,한식,0.8,2,18,18
코렘시스,3,11,매콤돼지갈비찜,케이터링-베이직,한식,0.9,2,18,18
코렘시스,4,9,로스트데리야끼치킨,케이터링-베이직,한식,0.2,1,18,18
코렘시스,0,16,깻잎된장제육볶음,케이터링-베이직,한식,0.6,1,18,18
코렘시스,1,14,마크니커리,케이터링-베이직,아시안,0.4,2,18,18
코렘시스,2,13,언양식바싹불고기,케이터링-베이직,한식,0.1,1,18,18
코렘시스,3,17,오삼제육볶음,케이터링-베이직,한식,0.6,1,18,18
코렘시스,4,18,순살갈릭양념치킨,케이터링-베이직,한식,0.2,1,18,18
코렘시스,0,5,버섯소불고기,케이터링-베이직,한식,0.3,1,18,18
코렘시스,1,3,충청도식시골밥상,케이터링-베이직,한식,0.6,1,18,18
코렘시스,2,9,훈제오리주물럭,케이터링-베이직,한식,0.5,1,18,18
코렘시스,3,11,맥적,케이터링-베이직,한식,0.2,1,18,18
코렘시스,4,8,매콤오븐닭구이,케이터링-베이직,한식,0.8,1,18,18
코렘시스,0,13,꿀마늘보쌈,케이터링-베이직,한식,0,0,18,18
코렘시스,1,10,오야꼬동,케이터링-베이직,일식,0.1,1,18,18
코렘시스,2,2,영양돼지갈비찜,케이터링-베이직,한식,0.8,2,18,18
코렘시스,3,7,닭강정,케이터링-베이직,한식,0,1,18,18
코렘시스,4,4,마파두부덮밥,케이터링-베이직,한식,0.6,2,18,18
코렘시스,0,11,된장차슈,케이터링-베이직,일식,0.3,1,18,18
코렘시스,1,12,소고기육개장,케이터링-베이직,한식,0.7,2,18,18
코렘시스,2,12,수제떡갈비,케이터링-베이직,한식,0.1,1,18,18
코렘시스,3,11,숯불닭갈비,케이터링-베이직,한식,0.8,1,18,18
코렘시스,4,9,콩나물불고기,케이터링-베이직,한식,0.8,1,18,18
코렘시스,0,2,오겹두루치기,케이터링-베이직,한식,0.5,1,18,18
코렘시스,1,8,꼬막비빔밥,케이터링-베이직,한식,0.5,1,18,18
코렘시스,2,11,매콤소불고기,케이터링-베이직,한식,0.8,1,18,18
코렘시스,3,10,돼지불백,케이터링-베이직,한식,0.6,1,18,18
코렘시스,4,-2,미소닭조림,케이터링-베이직,한식,0.2,1,18,18
코렘시스,0,11,춘천식닭갈비,케이터링-베이직,한식,0.5,1,18,18
코렘시스,1,9,해산물빠에야,케이터링-베이직,양식,0.5,1,18,18
코렘시스,2,8,서울식불고기,케이터링-베이직,한식,0.3,1,18,18
코렘시스,3,8,고추장대파돼지불고기,케이터링-베이직,한식,0.6,1,18,18
코렘시스,4,2,허브버터로스트치킨,케이터링-베이직,양식,0.2,1,18,18
